,Store,Date,Year,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday,Week_Sales,Type,Size,timeDiff,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5
980,6,6/3/11,2011,84.01,3.699,216.819252,6.855,FALSE,598495.02,B,70713,363,NA,NA,NA,NA,NA
981,6,6/10/11,2011,84.49,3.648,216.5840732,6.855,FALSE,642963.75,B,70713,370,NA,NA,NA,NA,NA
982,6,6/17/11,2011,87.08,3.637,216.5371616,6.855,FALSE,666942.02,B,70713,377,NA,NA,NA,NA,NA
983,6,6/24/11,2011,85.51,3.594,216.6314502,6.855,FALSE,687344.68,B,70713,384,NA,NA,NA,NA,NA
984,6,7/1/11,2011,87,3.524,216.7257388,6.925,FALSE,704335.41,B,70713,391,NA,NA,NA,NA,NA
985,6,7/8/11,2011,88.36,3.48,216.8200275,6.925,FALSE,805642.61,B,70713,398,NA,NA,NA,NA,NA
986,6,7/15/11,2011,88.93,3.575,216.9044732,6.925,FALSE,694150.89,B,70713,405,NA,NA,NA,NA,NA
987,6,7/22/11,2011,88.06,3.651,216.964312,6.925,FALSE,686345.69,B,70713,412,NA,NA,NA,NA,NA
988,6,7/29/11,2011,90.22,3.682,217.0241507,6.925,FALSE,686365.4,B,70713,419,NA,NA,NA,NA,NA
989,6,8/5/11,2011,91.46,3.684,217.0839894,6.925,FALSE,680954.81,B,70713,426,NA,NA,NA,NA,NA
990,6,8/12/11,2011,90.49,3.638,217.1438281,6.925,FALSE,675926.3,B,70713,433,NA,NA,NA,NA,NA
991,6,8/19/11,2011,89.26,3.554,217.2069662,6.925,FALSE,642450.4,B,70713,440,NA,NA,NA,NA,NA
992,6,8/26/11,2011,90.07,3.523,217.2706543,6.925,FALSE,609099.37,B,70713,447,NA,NA,NA,NA,NA
993,6,9/2/11,2011,91.22,3.533,217.3343423,6.925,FALSE,586467.16,B,70713,454,NA,NA,NA,NA,NA
994,6,9/9/11,2011,80.21,3.546,217.3980304,6.925,TRUE,597876.55,B,70713,461,NA,NA,NA,NA,NA
995,6,9/16/11,2011,84.94,3.526,217.5797506,6.925,FALSE,541120.2,B,70713,468,NA,NA,NA,NA,NA
996,6,9/23/11,2011,78.49,3.467,217.9188471,6.925,FALSE,530842.25,B,70713,475,NA,NA,NA,NA,NA
997,6,9/30/11,2011,82.51,3.355,218.2579435,6.925,FALSE,525545.76,B,70713,482,NA,NA,NA,NA,NA
998,6,10/7/11,2011,74.1,3.285,218.59704,6.551,FALSE,505830.56,B,70713,489,NA,NA,NA,NA,NA
999,6,10/14/11,2011,71.24,3.274,218.9109844,6.551,FALSE,503463.93,B,70713,496,NA,NA,NA,NA,NA
1000,6,10/21/11,2011,68.53,3.353,219.0740167,6.551,FALSE,516424.83,B,70713,503,NA,NA,NA,NA,NA
1001,6,10/28/11,2011,69.51,3.372,219.237049,6.551,FALSE,495543.28,B,70713,510,NA,NA,NA,NA,NA
1002,6,11/4/11,2011,58.54,3.332,219.4000812,6.551,FALSE,1004137.09,A,155078,517,NA,NA,NA,NA,NA
1003,6,11/11/11,2011,61.33,3.297,219.5631135,6.551,FALSE,994801.4,A,155078,524,12590.41,2173.66,123.2,3108.55,5416.96
1004,6,11/18/11,2011,63.89,3.308,219.7897137,6.551,FALSE,963960.37,A,155078,531,4649.8,304.36,205.38,687.88,7949.26
1005,6,11/25/11,2011,62.78,3.236,220.0417412,6.551,TRUE,847592.11,A,155078,538,429.03,171.88,83192.81,15,986.23
1006,6,12/2/11,2011,51.18,3.172,220.2937686,6.551,FALSE,881503.95,A,155078,545,6264.18,74.94,2885.14,3904.82,27272.53
1007,6,12/9/11,2011,43.64,3.158,220.5457961,6.551,FALSE,860336.16,A,155078,552,5473.33,42,282.45,4436.51,11311.24
1008,6,12/16/11,2011,53.27,3.159,220.7671856,6.551,FALSE,839911,A,155078,559,7070.01,27,603.98,508.56,4788.85
1009,6,12/23/11,2011,49.45,3.112,220.9477245,6.551,FALSE,772539.12,A,155078,566,2143.54,55.54,1417.2,23.41,5336.5
1010,6,12/30/11,2011,46.8,3.129,221.1282634,6.551,TRUE,914500.91,A,155078,573,6098.54,82881.16,326.68,814.58,2728.99
1011,6,1/6/12,2012,50.82,3.157,221.3088023,6.132,FALSE,916033.92,A,155078,-149,3220.17,32056.43,108.24,985.76,6650.63
1012,6,1/13/12,2012,48.33,3.261,221.4893412,6.132,FALSE,882917.12,A,155078,-142,4779.48,11967.81,65.72,575.13,4512.18
1013,6,1/20/12,2012,55.37,3.268,221.5831306,6.132,FALSE,850440.26,A,155078,-135,3413.91,1540.99,33.02,449.06,6587.63
1014,6,1/27/12,2012,53.95,3.29,221.6769199,6.132,FALSE,778672.64,A,155078,-128,1510.59,630.92,37.1,17,2641.9
1015,6,2/3/12,2012,57.45,3.36,221.7707093,6.132,FALSE,916820.96,A,155078,-121,36848.38,1772.68,161.55,28199.34,7151.33
1016,6,2/10/12,2012,48.58,3.409,221.8644987,6.132,TRUE,873337.84,A,155078,-114,12635.19,5694.76,68.45,8976.17,6779.43
1017,6,2/17/12,2012,49.03,3.51,222.026359,6.132,FALSE,818333.21,A,155078,-107,13182.32,15299.89,12.82,6129.29,7603.05
1018,6,2/24/12,2012,59.17,3.555,222.2392726,6.132,FALSE,868041.56,A,155078,-100,9198.08,8878.31,10.6,642.13,5539.68
1019,6,3/2/12,2012,60.32,3.63,222.4521862,6.132,FALSE,958225.41,A,155078,-93,20243.99,618.72,14.35,9687.4,4968.92
1020,6,3/9/12,2012,57.89,3.669,222.6650998,6.132,FALSE,914835.86,A,155078,-86,7731.19,445.6,4.19,446.42,5729.67
1021,6,3/16/12,2012,62.8,3.734,222.8186603,6.132,FALSE,869922.56,A,155078,-79,7034.05,103.68,4.59,2231.64,2062.04
1022,6,3/23/12,2012,63.71,3.787,222.8930835,6.132,FALSE,814919.11,A,155078,-72,4928.84,57.72,10.95,664.8,3968.26
1023,6,3/30/12,2012,67.91,3.845,222.9675066,6.132,FALSE,852333.75,A,155078,-65,12063.62,6.78,16.5,1859.67,3535.25
1024,6,4/6/12,2012,71.6,3.891,223.0419298,5.964,FALSE,845289.77,A,155078,-58,9199.63,NA,24.6,4044.88,4314.27
1025,6,4/13/12,2012,71.29,3.891,223.1163529,5.964,FALSE,848630.57,A,155078,-51,4634.18,6968.14,18.04,1544.21,2875.46
1026,6,4/20/12,2012,68.64,3.877,223.17092,5.964,FALSE,785515.88,A,155078,-44,2326.27,2591.86,14.79,81.42,3663.48
1027,6,4/27/12,2012,71.5,3.814,223.2254871,5.964,FALSE,787295.09,A,155078,-37,2564.41,1.49,15.54,9.94,2556.36
1028,6,5/4/12,2012,77.66,3.749,223.2800541,5.964,FALSE,893399.77,A,155078,-30,13643.53,266,117.27,5455.98,2773.56
1029,6,5/11/12,2012,72.66,3.688,223.3346212,5.964,FALSE,867919.21,A,155078,-23,10658.74,NA,133.22,3312.9,9700.64
1030,6,5/18/12,2012,70.5,3.63,223.3511928,5.964,FALSE,870676.44,A,155078,-16,6414.56,NA,52.03,495.43,2991.72
1031,6,5/25/12,2012,78.47,3.561,223.3525662,5.964,FALSE,888816.78,A,155078,-9,7694.17,NA,945.23,1331.9,4852.27
1032,6,6/1/12,2012,80.39,3.501,223.3539397,5.964,FALSE,899036.47,A,155078,-2,8267.68,16,441.83,1904.81,3517.55
1033,6,6/8/12,2012,80.5,3.452,223.3553131,5.964,FALSE,831425.2,A,155078,5,11150.2,188.6,63.7,859.54,6294.81
1034,6,6/15/12,2012,82.1,3.393,223.3680933,5.964,FALSE,836707.85,A,155078,12,7041.68,276.35,350.16,3373.11,5325.58
1035,6,6/22/12,2012,81.2,3.346,223.4093906,5.964,FALSE,773725.08,A,155078,19,7253.03,312.35,160.51,3024.57,6806.11
1036,6,6/29/12,2012,87.35,3.286,223.4506878,5.964,FALSE,804105.49,A,155078,26,3997.4,231.9,NA,262.44,4182.9
1037,6,7/6/12,2012,82.95,3.227,223.4919851,5.668,FALSE,870349.86,A,155078,33,6087.24,254.9,205.95,3655.34,5715.69
1038,6,7/13/12,2012,80.27,3.256,223.5332824,5.668,FALSE,826546.96,A,155078,40,8413.69,113.45,39.42,5516.18,2724.98
1039,6,7/20/12,2012,81.57,3.311,223.5424501,5.668,FALSE,836419.14,A,155078,47,3762.14,148.95,18.43,3197.56,7560.36
1040,6,7/27/12,2012,85.78,3.407,223.5516178,5.668,FALSE,830756.76,A,155078,54,7017.6,203.26,8.11,17151.91,3340.02
1041,6,8/3/12,2012,87.55,3.417,223.5607856,5.668,FALSE,927266.34,A,155078,61,31765.22,141.14,19.13,15925.51,6069.02
1042,6,8/10/12,2012,87.04,3.494,223.5699533,5.668,FALSE,911538.98,A,155078,68,5750.2,187.04,5.21,3920.14,7505.63
1043,6,8/17/12,2012,87.53,3.571,223.6510224,5.668,FALSE,885608.04,A,155078,75,5433.03,171.64,0.01,4968.35,4940.37
1044,6,8/24/12,2012,79.03,3.62,223.7860175,5.668,FALSE,1261693.16,A,155078,82,5492.77,103.36,50,5268.21,6277.08
1045,6,8/31/12,2012,83.58,3.638,223.9210125,5.668,FALSE,952766.93,A,155078,89,21801.35,111.57,16.74,15675.98,4002.59
1046,6,9/7/12,2012,86.33,3.73,224.0560076,5.668,TRUE,1069061.63,A,155078,96,14105.12,47.96,24.6,3040.62,3558.18
1047,6,9/14/12,2012,76.41,3.717,224.2004678,5.668,FALSE,1220579.55,A,155078,103,11072.87,22,6.01,3871.46,9997.93
1048,6,9/21/12,2012,70.81,3.721,224.4017192,5.668,FALSE,1511641.09,A,155078,110,8735.97,3.82,6.15,855.06,9092.57
1049,6,9/28/12,2012,77.82,3.666,224.6029706,5.668,FALSE,773586.49,A,155078,117,4181.54,7.64,1.65,1952.69,2447.92
1050,6,10/5/12,2012,70.84,3.617,224.804222,5.329,FALSE,873065.23,A,155078,124,9663.09,NA,40.93,3720,5941.24
1051,6,10/12/12,2012,65.43,3.601,225.0054733,5.329,FALSE,809646.66,A,155078,131,1905.34,NA,13.83,559.5,8706.87
1052,6,10/19/12,2012,69.68,3.594,225.0501013,5.329,FALSE,822668.23,A,155078,138,1476.45,NA,3.1,31.32,4080.57
1053,6,10/26/12,2012,72.34,3.506,225.0686254,5.329,FALSE,782256.66,A,155078,145,6827.59,53.07,NA,319.25,1881.27
1054,6,11/2/12,2012,58.38,3.386,225.0871495,5.329,FALSE,944594.78,A,155078,152,13494.41,15350.17,34.79,5549.32,6682.4
1055,6,11/9/12,2012,66.68,3.314,225.1056736,5.329,FALSE,996147.39,A,155078,159,10750.41,1244.27,11.32,524.64,4196.85
1056,6,11/16/12,2012,56.16,3.252,225.1376976,5.329,FALSE,1065108.64,A,155078,166,7849.78,146.12,64.7,957.54,8467.19
1057,6,11/23/12,2012,60.28,3.211,225.1877216,5.329,TRUE,917317.15,A,155078,173,849.7,NA,112255.67,212.36,1963.4
1058,6,11/30/12,2012,56.18,3.207,225.2377455,5.329,FALSE,935266.43,A,155078,180,4463.06,NA,3737.14,94.88,9459.61
1059,6,12/7/12,2012,64.25,3.198,225.2877694,5.329,FALSE,900387.29,A,155078,187,11880.41,NA,426,3127.97,15254.23
1060,6,12/14/12,2012,51.31,3.168,225.3479355,5.329,FALSE,898289.14,A,155078,194,5687.4,NA,83.26,469.15,6390.63
1061,6,12/21/12,2012,58.51,3.098,225.4689545,5.329,FALSE,827968.36,A,155078,201,5511.3,35.96,240.32,10,4165.9
1062,6,12/28/12,2012,46.57,3.108,225.5899734,5.329,TRUE,878762.3,A,155078,208,12663.68,52304.87,424.04,46.98,1668.09
1063,6,1/4/13,2013,40.46,3.161,225.7109924,5.372,FALSE,949825.83,A,155078,-11,2958.8,59362.3,27.18,24.85,4190.08
1064,6,1/11/13,2013,48.26,3.243,225.8320114,5.372,FALSE,908278.74,A,155078,-4,5510.29,33063.57,-0.86,693.1,3418.77
1065,6,1/18/13,2013,44.94,3.237,225.8649753,5.372,FALSE,937473.13,A,155078,3,3311.95,1697.99,5.34,3,2403.96
1066,6,1/25/13,2013,57.35,3.227,225.8627173,5.372,FALSE,855014.77,A,155078,10,1541.93,751.92,0.6,40.61,1107.6
1067,6,2/1/13,2013,58.57,3.244,225.8604592,5.372,FALSE,941457.34,A,155078,17,12770.23,1088.16,434.8,17254.24,4436.09
1068,6,2/8/13,2013,60.55,3.417,225.8582011,5.372,TRUE,895763.41,A,155078,24,64733.8,1335.25,240.3,34049.73,6567.44
1069,6,2/15/13,2013,53.36,3.475,225.8980588,5.372,FALSE,836049.89,A,155078,31,20422.71,6289.09,203,19117.99,7911.9
1070,6,2/22/13,2013,54.57,3.597,226.0432059,5.372,FALSE,857939.41,A,155078,38,12528.67,5392.98,29.98,270.37,3771.58
1071,6,3/1/13,2013,50.08,3.711,226.1883529,5.372,FALSE,929222.16,A,155078,45,5999.24,578.17,2,155,5362.39
1072,6,3/8/13,2013,55.31,3.658,226.3335,5.372,FALSE,897309.41,A,155078,52,45591.46,212.69,79.91,8383.35,3778.9
1073,6,3/15/13,2013,59.18,3.622,226.4615074,5.372,FALSE,922048.41,A,155078,59,8035.95,NA,8.69,613.44,3328.21
1074,6,3/22/13,2013,65.87,3.611,226.5466657,5.372,FALSE,864881.24,A,155078,66,11497.72,NA,649,2351.98,2772.72
1075,6,3/29/13,2013,54.23,3.606,226.6318239,5.372,FALSE,883683.35,A,155078,73,6162.8,NA,736.47,32.03,3690.59
1076,6,4/5/13,2013,61.4,3.583,226.7169822,5.285,FALSE,861965.12,A,155078,80,13894.83,8546.67,635.55,1436.84,3152.22
1077,6,4/12/13,2013,63.11,3.529,226.8021404,5.285,FALSE,849925.37,A,155078,87,5772.74,180.35,97.82,1027.37,3742.94
1078,6,4/19/13,2013,68.65,3.451,226.8021404,5.285,FALSE,829902.42,A,155078,94,2218.26,9.04,95.2,13.38,1664.93
1079,6,4/26/13,2013,60.91,3.417,226.8021404,5.285,FALSE,807082.19,A,155078,101,2848.95,NA,112.6,179.66,2553.43
1080,6,5/3/13,2013,68.17,3.386,226.6123,5.275495672,FALSE,892393.77,A,155078,108,11882.48,22.88,36.92,4788.84,2648.71
1081,6,5/10/13,2013,66.6,3.392,226.6316,5.274854554,FALSE,856796.1,A,155078,115,4028.93,321.9,53.47,537.54,11882.48
1082,6,5/17/13,2013,72.28,3.454,226.5551,5.275766144,FALSE,895066.5,A,155078,122,7729.62,190.96,9.5,1285.36,4751.3
1083,6,5/24/13,2013,78.46,3.494,226.4728,5.276677733,FALSE,912542.82,A,155078,129,5842.49,194.86,368.14,1000.8,7037.72
1084,6,5/31/13,2013,77.49,3.466,226.3906,5.277579112,FALSE,891387.14,A,155078,136,5849.58,251.75,413.12,1.92,3945.71
1085,6,6/7/13,2013,79.63,3.439,226.3191,5.276651563,FALSE,848358.09,A,155078,143,15657.52,1059.99,410.85,6795.91,7037.09
1086,6,6/14/13,2013,80.91,3.431,226.2469,5.275724013,FALSE,870971.82,A,155078,150,4061.92,651.6,693.25,3838.56,2825.36
1087,6,6/21/13,2013,83.53,3.479,226.2075,5.274796464,FALSE,806444.29,A,155078,157,6264.97,669.13,357.59,5171.26,6955.91
1088,6,6/28/13,2013,86.14,3.495,226.1682,5.268932916,FALSE,809049.37,A,155078,164,5463.09,1071.94,210.1,4666.78,8341.22
1089,6,7/5/13,2013,82.98,3.422,226.1288,5.155190836,FALSE,929976.55,A,155078,171,14374.85,4054.24,1126.23,9827.95,2385.16
1090,6,7/12/13,2013,85.91,3.4,226.1122,5.154352943,FALSE,863188.26,A,155078,178,13456.91,1783.4,114.92,1133.32,6330.81
1091,6,7/19/13,2013,79.11,3.556,226.1115,5.153515051,FALSE,905984.49,A,155078,185,2124.1,693.74,270.3,671.53,3867.01
1092,6,7/26/13,2013,84.42,3.62,226.1107,5.152677158,FALSE,876712.31,A,155078,192,543.69,798.02,16.05,70.4,2648.37
1093,7,2/5/10,2010,10.53,2.58,189.3816974,9.014,FALSE,947815.05,A,155078,777,NA,NA,NA,NA,NA
1094,7,2/12/10,2010,25.9,2.572,189.4642725,9.014,TRUE,917088.48,A,155078,784,NA,NA,NA,NA,NA
1095,7,2/19/10,2010,27.28,2.55,189.5340998,9.014,FALSE,897032.19,A,155078,791,NA,NA,NA,NA,NA
1096,7,2/26/10,2010,24.91,2.586,189.6018023,9.014,FALSE,1235163.86,A,155078,798,NA,NA,NA,NA,NA
1097,7,3/5/10,2010,35.86,2.62,189.6695049,9.014,FALSE,986601.46,A,155078,805,NA,NA,NA,NA,NA
1098,7,3/12/10,2010,27.25,2.684,189.7372075,9.014,FALSE,1051922.95,A,155078,812,NA,NA,NA,NA,NA
1099,7,3/19/10,2010,29.04,2.692,189.734262,9.014,FALSE,1118163.94,A,155078,819,NA,NA,NA,NA,NA
1100,7,3/26/10,2010,23.33,2.717,189.7195417,9.014,FALSE,1462254.05,A,155078,826,NA,NA,NA,NA,NA
1101,7,4/2/10,2010,38.26,2.725,189.7048215,8.963,FALSE,858572.22,A,155078,833,NA,NA,NA,NA,NA
1102,7,4/9/10,2010,33.79,2.75,189.6901012,8.963,FALSE,872113.23,A,155078,840,NA,NA,NA,NA,NA
1103,7,4/16/10,2010,41.89,2.765,189.6628845,8.963,FALSE,817661.76,A,155078,847,NA,NA,NA,NA,NA
1104,7,4/23/10,2010,43.07,2.776,189.6190057,8.963,FALSE,813954.82,A,155078,854,NA,NA,NA,NA,NA
1105,7,4/30/10,2010,38.99,2.766,189.575127,8.963,FALSE,778178.53,A,155078,861,NA,NA,NA,NA,NA
1106,7,5/7/10,2010,40.07,2.771,189.5312483,8.963,FALSE,927610.69,A,155078,868,NA,NA,NA,NA,NA
1107,7,5/14/10,2010,41.41,2.788,189.4904116,8.963,FALSE,1021400.42,A,155078,875,NA,NA,NA,NA,NA
1108,7,5/21/10,2010,46.6,2.776,189.467827,8.963,FALSE,1096232.89,A,155078,882,NA,NA,NA,NA,NA
1109,7,5/28/10,2010,54.24,2.737,189.4452425,8.963,FALSE,928537.54,A,155078,889,NA,NA,NA,NA,NA
1110,7,6/4/10,2010,53.63,2.7,189.422658,8.963,FALSE,952264.91,A,155078,896,NA,NA,NA,NA,NA
1111,7,6/11/10,2010,63.59,2.684,189.4000734,8.963,FALSE,960115.56,A,155078,903,NA,NA,NA,NA,NA
1112,7,6/18/10,2010,52.7,2.674,189.4185259,8.963,FALSE,921178.39,A,155078,910,NA,NA,NA,NA,NA
1113,7,6/25/10,2010,59.94,2.715,189.4533931,8.963,FALSE,874223.25,A,155078,917,NA,NA,NA,NA,NA
1114,7,7/2/10,2010,61.31,2.728,189.4882603,9.017,FALSE,905935.29,A,155078,924,NA,NA,NA,NA,NA
1115,7,7/9/10,2010,58,2.711,189.5231276,9.017,FALSE,1046816.59,A,155078,931,NA,NA,NA,NA,NA
1116,7,7/16/10,2010,62.19,2.699,189.6125456,9.017,FALSE,909989.45,A,155078,938,NA,NA,NA,NA,NA
1117,7,7/23/10,2010,64.64,2.691,189.774698,9.017,FALSE,872288.46,A,155078,945,NA,NA,NA,NA,NA
1118,7,7/30/10,2010,66.07,2.69,189.9368504,9.017,FALSE,879448.25,A,155078,952,NA,NA,NA,NA,NA
1119,7,8/6/10,2010,61.7,2.69,190.0990028,9.017,FALSE,937232.09,A,155078,959,NA,NA,NA,NA,NA
1120,7,8/13/10,2010,60.13,2.723,190.2611552,9.017,FALSE,920128.89,A,155078,966,NA,NA,NA,NA,NA
1121,7,8/20/10,2010,59.59,2.732,190.2948237,9.017,FALSE,913922.01,A,155078,973,NA,NA,NA,NA,NA
1122,7,8/27/10,2010,57.57,2.731,190.3284922,9.017,FALSE,895157.44,A,155078,980,NA,NA,NA,NA,NA
1123,7,9/3/10,2010,49.84,2.773,190.3621607,9.017,FALSE,921161.2,A,155078,987,NA,NA,NA,NA,NA
1124,7,9/10/10,2010,48.5,2.78,190.3958293,9.017,TRUE,928820,A,155078,994,NA,NA,NA,NA,NA
1125,7,9/17/10,2010,48.56,2.8,190.4688287,9.017,FALSE,916918.7,A,155078,1001,NA,NA,NA,NA,NA
1126,7,9/24/10,2010,47.55,2.793,190.5713264,9.017,FALSE,899449.65,A,155078,1008,NA,NA,NA,NA,NA
1127,7,10/1/10,2010,49.99,2.759,190.6738241,9.137,FALSE,878298.22,A,155078,1015,NA,NA,NA,NA,NA
1128,7,10/8/10,2010,44.13,2.745,190.7763218,9.137,FALSE,936205.5,A,155078,1022,NA,NA,NA,NA,NA
1129,7,10/15/10,2010,35.86,2.762,190.8623087,9.137,FALSE,890488.01,A,155078,1029,NA,NA,NA,NA,NA
1130,7,10/22/10,2010,36.84,2.762,190.9070184,9.137,FALSE,888834.07,A,155078,1036,NA,NA,NA,NA,NA
1131,7,10/29/10,2010,34.78,2.748,190.951728,9.137,FALSE,838227.52,A,155078,1043,NA,NA,NA,NA,NA
1132,7,11/5/10,2010,49.44,2.729,190.9964377,9.137,FALSE,897076.73,A,155078,1050,NA,NA,NA,NA,NA
1133,7,11/12/10,2010,22.12,2.737,191.0411474,9.137,FALSE,930745.69,A,155078,1057,NA,NA,NA,NA,NA
1134,7,11/19/10,2010,25.56,2.758,191.0312172,9.137,FALSE,896613.19,A,155078,1064,NA,NA,NA,NA,NA
1135,7,11/26/10,2010,17.95,2.742,191.0121805,9.137,TRUE,936373.65,A,155078,1071,NA,NA,NA,NA,NA
1136,7,12/3/10,2010,21.88,2.712,190.9931437,9.137,FALSE,976137.73,A,155078,1078,NA,NA,NA,NA,NA
1137,7,12/10/10,2010,24.24,2.728,190.9741069,9.137,FALSE,932160.37,A,155078,1085,NA,NA,NA,NA,NA
1138,7,12/17/10,2010,20.74,2.778,191.0303376,9.137,FALSE,883569.38,A,155078,1092,NA,NA,NA,NA,NA
1139,7,12/24/10,2010,26.04,2.781,191.1430189,9.137,FALSE,857796.45,A,155078,1099,NA,NA,NA,NA,NA
1140,7,12/31/10,2010,13.76,2.829,191.2557002,9.137,TRUE,884724.41,A,155078,1106,NA,NA,NA,NA,NA
1141,7,1/7/11,2011,10.09,2.882,191.3683815,8.818,FALSE,976436.02,A,155078,580,NA,NA,NA,NA,NA
1142,7,1/14/11,2011,11.32,2.911,191.4784939,8.818,FALSE,927511.99,A,155078,587,NA,NA,NA,NA,NA
1143,7,1/21/11,2011,25.4,2.973,191.5731924,8.818,FALSE,900309.75,A,155078,594,NA,NA,NA,NA,NA
1144,7,1/28/11,2011,10.11,3.008,191.667891,8.818,FALSE,891671.44,A,155078,601,NA,NA,NA,NA,NA
1145,7,2/4/11,2011,-2.06,3.011,191.7625895,8.818,FALSE,549505.55,B,125833,608,NA,NA,NA,NA,NA
1146,7,2/11/11,2011,10.24,3.037,191.8572881,8.818,TRUE,552677.48,B,125833,615,NA,NA,NA,NA,NA
1147,7,2/18/11,2011,17.3,3.051,191.9178331,8.818,FALSE,511327.9,B,125833,622,NA,NA,NA,NA,NA
1148,7,2/25/11,2011,17.46,3.101,191.9647167,8.818,FALSE,473773.27,B,125833,629,NA,NA,NA,NA,NA
1149,7,3/4/11,2011,21.84,3.232,192.0116004,8.818,FALSE,507297.88,B,125833,636,NA,NA,NA,NA,NA
1150,7,3/11/11,2011,20.7,3.372,192.058484,8.818,FALSE,494145.8,B,125833,643,NA,NA,NA,NA,NA
1151,7,3/18/11,2011,27.69,3.406,192.1237981,8.818,FALSE,485744.61,B,125833,650,NA,NA,NA,NA,NA
1152,7,3/25/11,2011,25.69,3.414,192.1964844,8.818,FALSE,484946.56,B,125833,657,NA,NA,NA,NA,NA
1153,7,4/1/11,2011,24.83,3.461,192.2691707,8.595,FALSE,545206.32,B,125833,664,NA,NA,NA,NA,NA
1154,7,4/8/11,2011,30.64,3.532,192.3418571,8.595,FALSE,529384.31,B,125833,671,NA,NA,NA,NA,NA
1155,7,4/15/11,2011,27.79,3.611,192.4225954,8.595,FALSE,485764.32,B,125833,678,NA,NA,NA,NA,NA
1156,7,4/22/11,2011,31.84,3.636,192.5234638,8.595,FALSE,488683.57,B,125833,685,NA,NA,NA,NA,NA
1157,7,4/29/11,2011,26.79,3.663,192.6243322,8.595,FALSE,491723.42,B,125833,692,NA,NA,NA,NA,NA
1158,7,5/6/11,2011,26.54,3.735,192.7252006,8.595,FALSE,526128.61,B,125833,699,NA,NA,NA,NA,NA
1159,7,5/13/11,2011,36.61,3.767,192.826069,8.595,FALSE,492792.8,B,125833,706,NA,NA,NA,NA,NA
1160,7,5/20/11,2011,36.16,3.828,192.831317,8.595,FALSE,506274.94,B,125833,713,NA,NA,NA,NA,NA
1161,7,5/27/11,2011,37.51,3.795,192.8365651,8.595,FALSE,558143.53,B,125833,720,NA,NA,NA,NA,NA
1162,7,6/3/11,2011,45.77,3.763,192.8418131,8.595,FALSE,586061.46,B,125833,727,NA,NA,NA,NA,NA
1163,7,6/10/11,2011,53.3,3.735,192.8470612,8.595,FALSE,522715.68,B,125833,734,NA,NA,NA,NA,NA
1164,7,6/17/11,2011,48.79,3.697,192.9034759,8.595,FALSE,513073.87,B,125833,741,NA,NA,NA,NA,NA
1165,7,6/24/11,2011,46.85,3.661,192.9982655,8.595,FALSE,509263.28,B,125833,748,NA,NA,NA,NA,NA
1166,7,7/1/11,2011,58.54,3.597,193.0930552,8.622,FALSE,528832.54,B,125833,755,NA,NA,NA,NA,NA
1167,7,7/8/11,2011,59.08,3.54,193.1878448,8.622,FALSE,485389.15,B,125833,762,NA,NA,NA,NA,NA
1168,7,7/15/11,2011,54.37,3.532,193.3125484,8.622,FALSE,474030.51,B,125833,769,NA,NA,NA,NA,NA
1169,7,7/22/11,2011,56.22,3.545,193.5120367,8.622,FALSE,462676.5,B,125833,776,NA,NA,NA,NA,NA
1170,7,7/29/11,2011,56.66,3.547,193.711525,8.622,FALSE,468675.19,B,125833,783,NA,NA,NA,NA,NA
1171,7,8/5/11,2011,55.91,3.554,193.9110133,8.622,FALSE,522815.45,B,125833,790,NA,NA,NA,NA,NA
1172,7,8/12/11,2011,54.56,3.542,194.1105017,8.622,FALSE,481897.98,B,125833,797,NA,NA,NA,NA,NA
1173,7,8/19/11,2011,56.06,3.499,194.2500634,8.622,FALSE,499325.38,B,125833,804,NA,NA,NA,NA,NA
1174,7,8/26/11,2011,57.6,3.485,194.3796374,8.622,FALSE,506789.66,B,125833,811,NA,NA,NA,NA,NA
1175,7,9/2/11,2011,53.4,3.511,194.5092113,8.622,FALSE,511049.06,B,125833,818,NA,NA,NA,NA,NA
1176,7,9/9/11,2011,45.61,3.566,194.6387853,8.622,TRUE,484835.2,B,125833,825,NA,NA,NA,NA,NA
1177,7,9/16/11,2011,43.67,3.596,194.7419707,8.622,FALSE,463448.59,B,125833,832,NA,NA,NA,NA,NA
1178,7,9/23/11,2011,43.67,3.581,194.8099713,8.622,FALSE,452905.22,B,125833,839,NA,NA,NA,NA,NA
1179,7,9/30/11,2011,47.34,3.538,194.8779718,8.622,FALSE,495692.19,B,125833,846,NA,NA,NA,NA,NA
1180,7,10/7/11,2011,40.65,3.498,194.9459724,8.513,FALSE,505069.21,B,125833,853,NA,NA,NA,NA,NA
1181,7,10/14/11,2011,32.65,3.491,195.0261012,8.513,FALSE,454769.68,B,125833,860,NA,NA,NA,NA,NA
1182,7,10/21/11,2011,37.49,3.548,195.1789994,8.513,FALSE,466322.76,B,125833,867,NA,NA,NA,NA,NA
1183,7,10/28/11,2011,28.82,3.55,195.3318977,8.513,FALSE,508801.61,B,125833,874,NA,NA,NA,NA,NA
1184,7,11/4/11,2011,23.41,3.527,195.4847959,8.513,FALSE,517869.97,B,125833,881,NA,NA,NA,NA,NA
1185,7,11/11/11,2011,19.53,3.505,195.6376941,8.513,FALSE,520846.68,B,125833,888,3307.6,1431.65,143.06,1330.31,1680.9
